Textos_espanol,sdg
"La regiÃ³n tambiÃ©n se beneficiarÃa de la cooperaciÃ³n en materia de planificaciÃ³n energÃ©tica y anÃ¡lisis de proyectos, marcos para una agenda energÃ©tica sostenible y formulaciÃ³n de polÃticas. Existen importantes oportunidades para pasar a sistemas energéticos más limpios, sin embargo, la capacidad para adoptar nuevas tecnologías -a menudo denominada capacidad de absorción-, así como para desarrollar nuevas tecnologías, se encuentra principalmente en unos pocos países. La adopciÃ³n de nuevas tecnologÃas tiene que ser eficiente, y a menudo esto requiere economÃas de escala. ",6
"El presente artículo tiene por objeto examinar si la revisión judicial, entendida como el control de la legalidad de las decisiones de los órganos políticos por un órgano judicial independiente, puede considerarse como un principio general del Derecho de las naciones civilizadas en los términos del artículo 38(1)(c) del Estatuto de la Corte Internacional de Justicia (en adelante CIJ). Esta cuestión adquiere importancia si se tiene en cuenta que la Carta de las Naciones Unidas (en lo sucesivo, la Carta) no aclara si la CIJ tiene derecho a revisar las resoluciones de los órganos políticos de la organización, en particular el Consejo de Seguridad.",16
"Resumen En respuesta a los atentados terroristas del 11 de septiembre de 2001, se han producido varios cambios estatutarios y normativos que mejoran la recogida y el uso de información personal con fines de inteligencia y policiales. Este artículo examina en primer lugar cómo se han visto afectados por estos cambios determinados sectores, como el financiero, el educativo, el de las bibliotecas y el de los transportes, prestando especial atención a los requisitos de la Ley USA PATRIOT. A continuación, se identifican cinco temas y tendencias comunes, entre ellos la reducción de los criterios de sospecha individualizada y el debilitamiento de las salvaguardias judiciales, y se exploran sus efectos sobre la intimidad y las garantías procesales. Por último, el artículo analiza varias implicaciones políticas y sociales de la reducción generalizada de la protección de la intimidad frente al terrorismo, incluida la propuesta de un sistema nacional de identificación.",16
"Como tales, las centrales nucleares contribuyen de forma importante al restablecimiento de la red en caso de apagones. En particular, las centrales nucleares necesitan más tiempo para arrancar y no pueden variar mucho la duración del ciclo. Además, en muchos países de la OCDE el funcionamiento flexible de las centrales nucleares está limitado o no está autorizado por las autoridades nacionales de seguridad, por lo que las centrales nucleares sólo pueden ofrecer una flexibilidad limitada al GRT. La inercia de las turbinas eólicas es bastante baja, mientras que la solar fotovoltaica no tiene inercia.",7
"La atención al concepto de flujos financieros ilícitos (FFI) está creciendo en el debate político junto con la lucha conexa contra actividades nocivas como la evasión fiscal, el blanqueo de dinero, el tráfico de drogas, la corrupción y la financiación del terrorismo. Aunque el concepto se introdujo en el contexto de la economía del desarrollo, ahora se utiliza también en el campo de los estudios fiscales, la criminología y las evaluaciones políticas. Aún así, existe ambigüedad en cuanto a la interpretación y comprensión real de los FFI. Este capítulo ofrece una visión general de cómo la literatura define y conceptualiza los FFI y, en última instancia, aboga por su replanteamiento y clarificación parciales.",16
"RESUMENLa protección frente al genocidio ha sido un denominador común en la retórica estatal desde 1948, cuando se adoptó la Convención sobre el Genocidio. Sin embargo, la rendición de cuentas de los Estados por este crimen arquetípico de Estado es prácticamente inexistente. Este artículo aborda un rompecabezas con dos vertientes: (1) por qué, hasta la fecha, ningún gobierno implicado en la comisión de un genocidio ha sido considerado responsable del mismo, y (2) cómo los procesos legales del único tribunal que aborda las disputas de los Estados en materia de genocidio, la Corte Internacional de Justicia, condicionan e incluso limitan la calidad de las decisiones adoptadas por el tribunal con especial referencia a la responsabilidad del Estado por este crimen. El análisis contribuye a un debate emergente sobre la aplicación de la responsabilidad del Estado en relación con la protección frente al genocidio, poniendo de relieve las deficiencias existentes en relación con la interpretación y aplicación de la Convención sobre el Genocidio que, a su vez, justifica una revisión integral de este tratado.",16
"El actual resurgimiento mundial de la religión es más amplio que un choque de civilizaciones impulsado por el extremismo religioso, el terrorismo o el fundamentalismo. Este cambio cultural y religioso global está poniendo en tela de juicio nuestra interpretación del mundo moderno -lo que significa ser moderno- a medida que diversos grupos sociales y religiosos luchan por encontrar vías alternativas a la modernidad. Este libro examina lo que esto significa para los conceptos y teorías clave de las relaciones internacionales -conflicto y cooperación internacionales, diplomacia, fomento de la sociedad civil, democracia, construcción nacional y desarrollo económico- y cómo los está transformando. El libro sirve de guía sobre lo que significa tomarse en serio el pluralismo cultural y religioso en el siglo XXI.",16
"El presente documento propone interpretar las diferencias entre los sistemas jurídicos de los países de common law y de tradición jurídica romanista como resultado de la importancia concedida a la adjudicación en comparación con las leyes estatutarias. Se centra en los costes relativos del cambio jurídico mediante la adjudicación (desarrollo de la jurisprudencia) en comparación con la legislación (desarrollo del derecho estatutario). El argumento principal es que la preocupación pública por la igualdad es un factor determinante del coste relativo de la adjudicación en un sistema jurídico. Desarrollamos un modelo del proceso jurídico que ilustra la intuición fundamental de Tocqueville con respecto a la uniformidad de las normas jurídicas y, como consecuencia, la importancia relativa de la adjudicación y la legislación.",16
"La Convención para la Prevención y la Sanción del Delito de Genocidio se adoptó en París, el 9 de diciembre de 1948, en la tercera sesión de la Asamblea General de las Naciones Unidas. La Convención sobre el Genocidio fue el primer tratado de derechos humanos del sistema moderno, codificando una norma internacional que protege el derecho a la vida y a la existencia de minorías nacionales, étnicas, raciales y religiosas. Muchos historiadores y sociólogos emplean el término genocidio para describir una serie de atrocidades que implican el asesinato de un gran número de personas. El concepto jurídico de genocidio se forjó en el crisol de los esfuerzos posteriores a la Segunda Guerra Mundial para perseguir las atrocidades nazis. La Convención sobre el Genocidio sigue fascinando a juristas, políticos, periodistas y activistas de derechos humanos. A principios de 1945, genocidio y crímenes contra la humanidad eran términos afines, ideados para describir los actos de barbarie del régimen nazi.  Palabras clave:Convención sobre el Genocidio, derechos humanos, humanidad, crímenes internacionales, régimen nazi",16
"Esta colección de artículos aborda las interconexiones entre castigo, ciudadanía e identidad. A medida que se han ido entrecruzando las medidas de control de la inmigración y la delincuencia, las prisiones de varios países han acabado albergando a una población cada vez mayor de delincuentes extranjeros y de inmigrantes detenidos. Resulta un tanto sorprendente que los criminólogos hayan dedicado tradicionalmente tan poco tiempo a explorar la relación entre la prisión y la identidad nacional. Con notables excepciones, los estudiosos tratan casi universalmente la prisión como una institución limitada por y dentro del Estado-nación. Este número especial pretende romper esa convención de los estudios penitenciarios y de la criminología en general. Centrándose en el encarcelamiento de extranjeros en diversos contextos, las contribuciones a este número sostienen colectivamente que la prisión es una proyección de la soberanía nacional y una expresión del poder estatal. También es un espacio concreto en el que se manifiestan desigualdades globales. Cuando se considera desde el punto de vista de la ciudadaní...",16
"Aborda la crisis del principio de legalidad en el constitucionalismo contemporáneo, especialmente por los nuevos marcos penales introducidos por el legislador, que delegan en el intérprete la conformación final de las conductas prohibidas. El objetivo de la investigación es analizar el papel del Tribunal Superior de Justicia en la uniformización de la interpretación de los tipos penales, con vistas a ofrecer a la persona jurídica una mayor seguridad jurídica en la aplicación del Derecho Penal. Se concluye que el Superior Tribunal de Justicia no cumple satisfactoriamente la tarea de salvaguardar el principio de legalidad en el ordenamiento jurídico nacional, ya que existen muchos temas de alta controversia en los órganos del Poder Judicial de primera y segunda instancia aún pendientes de mejor estandarización, con graves repercusiones para maximizar la expansión del derecho penal.",16
"Varios comentaristas influyentes han sugerido recientemente que la democratizaciÃ³n en los paÃses en desarrollo produce inestabilidad polÃtica, conflictos Ã©tnicos y malos resultados econÃ³micos. Por ejemplo, Robert D. Kaplan (2000) afirma que ""si una sociedad no goza de una salud razonable, la democracia puede ser no sólo arriesgada, sino desastrosa"" (p. 62). Fareed Zakaria (2003) seÃ±ala que â€œaunque la democracia ha abierto en muchos aspectos la polÃtica africana y ha aportado libertad a la gente, tambiÃ©n ha producido cierto grado de caos e inestabilidad que, de hecho, ha empeorado la corrupciÃ³n y la anomia en muchos paÃsesâ€.â Amy Chua (2003) sostiene que: â€œ... en los numerosos paÃses de todo el mundo con una minorÃa dominada por el mercado, ... [asociar la democracia a los mercados ha sido una receta para la inestabilidad, la agitaciÃ³n y la conflagraciÃ³n Ã©tnica"" (p. 124).",16
"Las desapariciones forzadas generalizadas, las ejecuciones sumarias y la tortura practicadas por los regímenes militares de Argentina y Chile llegaron a definir los abusos contra los derechos humanos durante las décadas de 1970 y 1980. La oposición a estas prácticas y a sus regímenes de origen contribuyó a dar forma al movimiento de derechos humanos contemporáneo y, por extensión, a las normas e instituciones de derechos humanos. Terrorismo de Estado en América Latina, de Thomas C. Wright, sostiene que la lucha del movimiento contra las dictaduras argentina y chilena dio lugar a una era de mayor poder disuasorio y coercitivo para las instituciones de derechos humanos. Sin embargo, Conflicto y cumplimiento, de Sonia Cárdenas, sostiene que, a pesar del avance de las normas y de la creación de estructuras supranacionales para promover la rendición de cuentas por los abusos contra los derechos humanos, los mecanismos para cambiar la práctica estatal se han mantenido notablemente constantes a lo largo de las tres últimas décadas. Tanto en AmÃ©rica Latina como en otros lugares, las fuerzas internas y el anÃ¡lisis coste-beneficio â€""en ocasiones ayudados por la presiÃ³n internacionalâ€"" siguen siendo los ...",16
"Sólo se gravaba la extracción de aguas subterráneas, ya que el objetivo de esta política era aumentar el precio de las aguas subterráneas para que se utilizaran en su lugar aguas superficiales. El impuesto era administrado por el Ministerio de Hacienda y la Unidad Central de Impuestos Medioambientales. El sistema también suscitó las quejas de las industrias con uso intensivo de agua, ya que el impuesto sobre las aguas subterráneas era diferente para las industrias abastecidas por compañías de agua y para las que se autoextraían, lo que planteaba problemas de competitividad.",6
"Este trabajo es un capítulo introductorio para un libro de próxima aparición sobre Understanding International Criminal Law que publicará Aspen Publishers como parte de la serie Essentials de Aspen. Este capítulo presenta una sucinta historia del Derecho Penal Internacional (DPI), basándose en los principales avances en el derecho de los conflictos armados, el derecho internacional de los derechos humanos y las prohibiciones penales contra la piratería y la trata de esclavos. El capítulo entrelaza la historia de las normas sustantivas con la de la evolución de los principios de jurisdicción nacional e internacional, ya que estas narrativas son prácticamente inseparables en el DIPr. Otros capítulos del texto abordarán las fuentes de la LCI, los principales crímenes y defensas internacionales, y el razonamiento y la retórica de la LCI. Se espera su publicación en 2007 para su adopción en 2008.",16
"Antes de 1994, Eskom era responsable de la electrificación del país. Eskom tenía un monopolio estatal y electrificaba una zona por orden del gobierno o conectaba a un consumidor si éste pagaba. Se descuidó sistemáticamente la prestación de todos los servicios a las comunidades de color, negra y asiática. En 1994, tras la celebración de las primeras elecciones libres, se calculaba que aproximadamente 6 millones de hogares (Departamento de Energía, 2009b) carecían de electricidad.",7
"1. Los derechos humanos internacionales y el reto de la legitimidad Johan Karlsson Schaffer, Andreas Follesdal y Geir Ulfstein 2. La autoridad legítima de los derechos humanos internacionales: sobre la legitimación recíproca de los derechos humanos nacionales e internacionales Samantha Besson 3. La autoridad legítima de los órganos internacionales de derechos humanos Steven Wheatley 4. La autoridad legítima de los órganos internacionales de derechos humanos Samantha Besson 3. Sobre la autoridad legítima de los órganos internacionales de derechos humanos Steven Wheatley 4. Igualdad, derechos humanos y derechos políticos Igualdad, derechos humanos y legitimidad política Kristen Hessler 5. La legitimidad de las autoridades interpretativas internacionales 5. La legitimidad de las autoridades internacionales de interpretación de los tratados de derechos humanos: una defensa instrumentalista indirecta Basak Cali 6. La tortura y la política de la legitimidad 6. La tortura y la política de legitimación en el derecho internacional Ian Hurd 7. Legitimidad, poder institucional y legitimidad política en el derecho internacional Legitimidad, poder institucional e instituciones internacionales de derechos humanos: una investigación conceptual Lynn Dobson 8. Legitimidad, gobernanza global y derechos humanos 8. Legitimidad, gobernanza global e instituciones de derechos humanos: invirtiendo el rompecabezas Johan Karlsson Schaffer 9. La legitimidad democrática de las instituciones internacionales de derechos humanos: un análisis conceptual 9. La legitimidad democrática de las convenciones internacionales de derechos humanos: el constitucionalismo político y el caso Hirst Richard Bellamy 10. La legitimidad democrática de las convenciones internacionales de derechos humanos: el constitucionalismo político y el caso Hirst ¿Mucho ruido y pocas nueces? La revisión judicial internacional de los derechos humanos en las democracias que funcionan bien Andreas Follesdal.",16
"El Tratado de Lisboa introdujo el tÃ©rmino ""valores"" en el Derecho primario de la UE. Esta evoluciÃ³n coincidiÃ³ con la concesiÃ³n a la Carta de los Derechos Fundamentales de la misma fuerza jurÃdica que los Tratados. Sin embargo, sigue pendiente la cuestiÃ³n de cÃ³mo la prominencia de los valores estÃ¡ configurando realmente el Derecho y la polÃtica de la UE. Este artículo analiza críticamente el modo en que determinados valores traducidos en los principios y derechos de la Carta se interpretan en el marco de la política de la UE en materia de biometría, una tecnología de seguridad cuyo uso promueve activamente la UE. Llegamos a la conclusión de que el equilibrio de los valores pertinentes, a saber, la seguridad y la libertad, se debe en gran medida a consideraciones políticas y económicas que conforman la política de la UE. Las prioridades de la investigación, combinadas con las de la política de seguridad de la UE, en particular, la lucha contra el terrorismo, tienden entonces a prevalecer sobre las reivindicaciones jurídicas de base ética o moral con respecto a la biometría.",16
"Hasta hace poco, los enfoques internacionales de los derechos humanos han pasado por alto en gran medida las experiencias de las mujeres en situaciones de conflicto, desplazamiento y crisis. Aunque los derechos humanos de las mujeres están progresando sobre el papel, la violación y la violencia sexual continúan a niveles masivos en conflictos y disturbios civiles, con pocas consecuencias para los autores y muy poco énfasis en la prevención. La propia sociología ha tardado en participar en los discursos sobre derechos humanos, y aún más lento ha sido el progreso en el desarrollo de una comprensión sociológica del género y los derechos humanos. Esta contribución sostiene que pasar por alto las desigualdades de género deja la violación de los derechos de las mujeres al final de la lista de prioridades en lo que respecta al derecho internacional humanitario, y que los enfoques sociológicos que ponen de relieve y cuestionan la subordinación de las mujeres pueden apoyar la prevención y la condena a nivel local e internacional.",16
La investigación de homicidios es una de las tareas más prestigiosas y difíciles de los cuerpos de seguridad modernos. La mayoría de los departamentos de policía metropolitanos...,6
"Esto implica que el nivel impositivo de un litro de gasóleo debe ser superior al de un litro de gasolina, para reflejar los costes medioambientales relativos. Los vehículos diésel también tienden a viajar más lejos por litro de combustible que los de gasolina, ya que suelen ser más eficientes en el consumo de combustible. Esto significa que los costes sociales, como la congestión, el ruido, los accidentes y el desgaste de las infraestructuras, también son mayores por litro en el caso del gasóleo que en el de la gasolina. En el sector energético, la Agencia Internacional de la Energía (AIE) calcula que las fuentes de alrededor del 80% de las posibles emisiones acumuladas de gases de efecto invernadero (GEI) hasta 2035 en un escenario energético coherente con los objetivos climáticos internacionales ya existen o están en construcción, lo que deja poco margen para nuevas instalaciones contaminantes (AIE, 2012).",7
"A primera hora del viernes 19 de abril de 2013, las autoridades de la Universidad de Massachusetts Dartmouth se enteraron de que uno de los sospechosos del atentado del maratón de Boston era un estudiante matriculado. Esa mañana, todo el campus se transformó tanto en el escenario de un crimen como en el objetivo potencial de un acto de terrorismo doméstico. Este artículo examina la respuesta del campus a esta crisis, basándose en entrevistas con funcionarios del campus y en un informe elaborado por un grupo de trabajo para revisar la respuesta del campus. Este estudio de caso se refiere a tres cuestiones importantes en la literatura sobre gestión de crisis. Disponer de un plan de crisis es útil (1), pero para que la respuesta sea eficaz es fundamental ponerlo a prueba (2). Además, el plan debe permitir una toma de decisiones en tiempo real, tanto centralizada como descentralizada (3).",16
"Este artículo se pregunta si el Derecho de la Unión Europea (UE) puede imponer limitaciones jurisdiccionales a los denominados procedimientos de arbitraje intracomunitario en materia de inversiones. ¿Tendría un tribunal arbitral que conoce de un caso intracomunitario en virtud de un tratado bilateral de inversión (TBI) o del Tratado sobre la Carta de la Energía (TCE) que declararse incompetente para dirigir el procedimiento debido a la aplicación de la legislación de la UE? Este artículo somete esta proposición a crítica, concluyendo que, por una serie de razones, relacionadas bien con la redacción del TBI o del TCE, bien con la aplicación de los principios generales del derecho internacional, no resiste el escrutinio. Un tribunal arbitral que conozca de una demanda en virtud de un TBI o del TCE no puede basarse en el Derecho de la UE para negar derechos expresamente concedidos en virtud del instrumento que establece su jurisdicción.",16
"En caso afirmativo, ¿cómo se asegura el Gobierno de que puede dar cabida a un aumento de la generación de electricidad basada en energías renovables? Además de reducir los costes de generación, los mercados mayoristas aumentan la flexibilidad de la red eléctrica y permiten una asignación más rentable de la generación de electricidad. En efecto, mientras que la generación de electricidad a partir de energías renovables está sujeta a fluctuaciones (incluida la dependencia de las condiciones meteorológicas y la hora del día), la demanda debe satisfacerse siempre.",7
"La fijación de tarifas de calefacción y electricidad se basa en una buena práctica mundial que utiliza la metodología de la tasa de rentabilidad. Todos los sectores -calefacción, electricidad y distribución de gas- tienen grandes necesidades de inversión, por lo que es necesario atraer capital con una rentabilidad justa. Por ejemplo, en 2015, la ANRE aprobó unos costes de transporte y distribución interna de gas natural de 1 551,00 MDL por 1 000 m3, frente a los 616,92 MDL por 1 000 m3 de 2011. Esta triplicación de los costes de transporte y distribución interna en el lapso de cuatro años es significativa (la inflación en el periodo fue solo del 27,12%) y sugiere que en 2011 los costes de transporte y distribución interna se fijaron a un nivel que no permitía una recuperación adecuada de los costes ni una tasa de rentabilidad apropiada.",7
"Se midió el nivel autodeclarado de autoritarismo de derechas (RWA), las dos facetas de la orientación a la dominación social (SDO-Dominancia y SDO-Igualitarismo) y las actitudes a favor de la tortura, tanto inmediatamente después de los atentados terroristas de París y Bruselas (saliencia del terrorismo, N = 152) como cuando el terrorismo no era saliente (no saliencia, N = 140). Los resultados mostraron que las actitudes RWA y pro-tortura, pero no SDO-Dominancia y SDO-Igualitarismo, eran significativamente más altas inmediatamente después. Además, tanto la RWA como la SDO predijeron las actitudes favorables a la tortura con más fuerza en situaciones de terror. Argumentamos que la razón por la que la RWA es más alta en situaciones de terror es una respuesta a la amenaza externa, y que la SDO-Dominancia puede estar más claramente relacionada con la aceptación de la tortura y otras violaciones de los derechos humanos, en cualquier contexto. Las investigaciones futuras sobre los efectos de los acontecimientos relacionados con el terror en las actitudes sociopolíticas y pro-tortura deberían centrarse en las interacciones persona-situación y también intentar discriminar entre los aspectos de rasgo y de estado del autoritarismo.",16
"En particular, las interacciones de las aguas superficiales con las subterráneas y la difusión de contaminantes a escala regional no siempre se conocen a la perfección. No cubren explícitamente los riesgos para la resiliencia de los ecosistemas, subsumiéndolos en cambio en los demás. Por ejemplo, el control de las inundaciones y el almacenamiento de agua pueden depender de las llanuras aluviales, los humedales o la recarga de las aguas subterráneas, y la calidad del agua y el tratamiento de las aguas residuales afectan a la resiliencia de los sistemas de agua dulce. Una cuarta subsección tratará de las asociaciones como mecanismo para poner en práctica la cooperación rural-urbana.",6
"Prevé el ambicioso objetivo de reducir la intensidad energética en un 50% para 2030. El Programa Estatal Integral de Conservación de la Energía hasta 2010 prevé la mejora de la eficiencia energética y la competitividad de la economía nacional, la optimización del balance energético estatal mediante la disminución de los combustibles fósiles importados (gas natural) y su sustitución por fuentes alternativas de energía y fuentes de energía secundarias. Es responsable del desarrollo y la aplicación de la política nacional en el ámbito de la eficiencia energética, la conservación de la energía y el desarrollo de fuentes de energía alternativas.",7
"A diferencia de los demás grupos estudiados en este libro, los armenios tienen el estatus oficial de minoría según el Tratado de Lausana (1923). La democratización y la mejora de los derechos de las minorías estimuladas por el proceso de adhesión a la UE, así como el correspondiente aumento del pluralismo y la potenciación de las ONG, han aumentado la visibilidad de la comunidad armenia y la legitimidad percibida de sus reivindicaciones. Sin embargo, a pesar de las alentadoras reformas recientes, sigue habiendo muchas quejas relacionadas, por ejemplo, con la falta de restitución de las propiedades confiscadas, la escasez de sacerdotes, las limitaciones al autogobierno en las escuelas y las iglesias, la discriminación en el empleo en la función pública y el derecho a ocupar cargos políticos, la retórica contraria a las minorías en los libros de texto escolares y las dificultades para restaurar y proteger las iglesias y los lugares históricos armenios.",16
"Los científicos sociales han demostrado cómo la transparencia y la responsabilidad democrática pueden ayudar a controlar la corrupción política. Mientras que esta investigación ha tenido mucho que decir sobre cómo un entorno mediático abierto produce limitaciones en los políticos, el problema de cómo un público políticamente ignorante puede hacer cumplir la rendición de cuentas ha recibido mucha menos atención. En este artículo, sostengo que un control ciudadano eficaz de los funcionarios del gobierno depende de percepciones precisas de la corrupción, lo que a su vez depende del grado de información política de los ciudadanos. Un análisis de 10 países latinoamericanos con diversos niveles de corrupción muestra que los individuos mejor informados tienen percepciones más precisas, aunque, al igual que sus vecinos menos informados, todavía tienden a subestimar la cantidad de corrupción en sus sociedades. La importancia de la concienciación política de los ciudadanos en el análisis sugiere firmemente que las recomendaciones políticas dirigidas al control de la corrupción incluyan herramientas que aumenten el compromiso cívico junto con las que aumenten la transparencia gubernamental y las libertades de prensa.",16
"El beneficio total estimado fue de aproximadamente 1,4 millones de euros (2010) al año y de unos 7,2 millones de euros (2010) para el periodo de cinco años del Fondo ficticio y regional de Pequeñas Aguas. El valor total estimado superaba con creces el presupuesto total destinado a la restauración. Además, la experiencia previa de los encuestados con los resultados y beneficios de las medidas de restauración puede explicar su elevada disposición a pagar en determinadas cuencas hidrográficas (recuadro de la figura 2).",6
"Los detractores de los derechos humanos dudan en rechazarlos de plano por miedo a socavar la labor que puedan realizar en la resistencia a la opresión. Esta justificación pragmática también es fundamental en las celebraciones de los derechos humanos, pero ¿es algo más que un fracaso a la hora de ir más allá de la hegemonía liberal? Sostengo que los derechos humanos tienen un potencial radical porque el acto de reivindicar tales derechos utiliza la identidad ambigua pero universal de la â€˜humanidadâ€™ para hacer reclamaciones sobre los tÃ©rminos establecidos de la autoridad legÃtima. El potencial de los derechos humanos para luchar por el cambio social se examina analizando el movimiento por el derecho humano a la vivienda en Estados Unidos. Exploro cómo las personas sin hogar, los inquilinos de viviendas públicas y los residentes urbanos de bajos ingresos realizan su derecho humano a la vivienda a través de defensas contra el desalojo, la ocupación de viviendas ""sin gente"", y los intentos de rehacer la estructura de la propiedad de la vivienda a través de fideicomisos de tierras comunitarias.",16
"Las minirredes capaces de sostener la actividad semiindustrial e industrial a un coste menor tienen unos costes iniciales elevados, y las incertidumbres derivadas de unos marcos políticos inadecuados constituyen una limitación importante para el acceso de los inversores privados a la financiación comercial (ESMAP, 2017, IRENA, 2016b, Berthdlemy y Bdguerie, 2016, Beguerie y Palliere, 2016, GMG MDP, 2017). Los PMA africanos y Haití como grupo tienen la mayor proporción de países con un regulador sectorial específico. Cuando existen organismos reguladores, sus competencias pueden ser limitadas o compartidas con un ministerio supervisor.",6
"Las organizaciones internacionales carecen a menudo de capacidad operativa, pero pueden ejercer un poder normativo significativo sobre los Estados. En cambio, los Estados disponen de órganos con una importante capacidad operativa. La adopción de sanciones por el Consejo de Seguridad de la ONU en virtud del Capítulo VII de la Carta de las Naciones Unidas quedaría en papel mojado si no se contara con la capacidad de los Estados para aplicar esas medidas sobre el terreno. Así pues, tanto la ONU como sus Estados miembros pueden contribuir a un único resultado perjudicial cuando las sanciones son erróneas. La responsabilidad internacional por ello es compartida en la práctica, como demuestran los recientes avances en los tribunales internacionales nacionales y regionales: Los tribunales internacionales nacionales o regionales consideran responsables a los Estados, que se ven obligados a desobedecer al Consejo de Seguridad para cumplir sus obligaciones en materia de derechos humanos. A su vez, los Estados presionan al Consejo de Seguridad para que reforme el régimen infractor, obligando a la ONU a cumplir sus propias obligaciones internacionales.",16
"Resumen Durante más de una década, a partir de finales de los noventa, el debate sobre los modos más blandos de gobernanza animó la erudición académica en los campos del derecho, la política y las políticas públicas. Este debate fue especialmente pronunciado en Europa. Sin embargo, desde finales de la dÃ©cada de 2000, la discusiÃ³n sobre este enfoque ha decaÃdo precipitadamente. ¿Ha muerto el modelo de ""gobernanza blanda""? O, para ser mÃ¡s precisos, Â¿lo ha matado la crisis econÃ³mica? Este artÃculo sostiene que, por el contrario, las medidas de austeridad de la UE han hecho mÃ¡s pertinente la gobernanza blanda de dos maneras bien distintas. Desde el punto de vista administrativo, los nuevos mecanismos de coordinación de las políticas sanitarias pueden aportar soluciones políticas de forma mucho más eficaz que otras formas más formales y rígidas de armonización jurídica. Desde el punto de vista político, establece una perspectiva normativa que unifica a los actores de varias unidades administrativas y desafía la fuerza ideológica dominante de los principios basados en el mercado sobre los que se construyen las políticas de austeridad de la UE.",16
"En el periodo hasta 2020, la demanda mundial de carbón experimenta un fuerte crecimiento, pero luego se ralentiza rápidamente y el nivel de la demanda mundial se mantiene prácticamente plano durante gran parte del resto del periodo, antes de coquetear tímidamente con el descenso a medida que se acerca 2035. La cuota del carbón en la combinación energética mundial alcanza pronto un máximo del 28%, para descender gradualmente hasta el 24% en 2035. Los paÃses no pertenecientes a la OCDE representan todo el crecimiento y China, el mayor consumidor mundial de carbÃ³n, serÃ¡ fundamental para determinar la evoluciÃ³n de los mercados mundiales del carbÃ³n. La flexibilidad del gas natural como combustible, junto con sus mayores atributos medioambientales y de seguridad energÃ©tica, lo convierten en un combustible atractivo en varios paÃses y sectores.",7
Introducción 1. Desegregación 2. Los derechos de los acusados 3. La oración en las escuelas 4. El aborto 4. El aborto Pena de muerte 6. Igualdad de género 7. Acción afirmativa 8. Quema de banderas 9. Federalismo 10. Derechos de los homosexuales 11. Derecho a morir 12. 13. La guerra contra el terrorismo y las libertades civiles 13. La guerra contra el terrorismo y las libertades civiles La controversia electoral de 2000,16
"La cogeneración, que permite convertir hasta el 85% de la energía aportada en energía útil (mucho más que la generación de electricidad en ciclo combinado, cuya eficiencia se aproxima al 50%), sigue estando muy por debajo de su potencial, debido a que el marco jurídico obstaculizaba la autogeneración (es decir, normalmente por los propios usuarios, como los paneles solares en los hogares) y a las tarifas aplicadas a los grandes consumidores de alta tensión, a menudo subvencionadas. Un tercio se utilizaba para actividades domésticas y rurales de forma bastante sostenible, mientras que el resto se destinaba a fines industriales. Aunque no se conoce bien la cadena global de transformaciones y usos de la madera en Brasil, está claro que la eficiencia global de la biomasa es muy baja.",7
El vínculo histórico entre el anticolonialismo y los derechos humanos se ha convertido recientemente en objeto de amplios debates académicos. Cada vez son más los estudiosos de los derechos humanos que sostienen que el anticolonialismo no era un movimiento de derechos humanos porque su objetivo era la liberación popular y no la reducción del poder del Estado sobre el individuo. Este artículo cuestiona estos argumentos y otros similares al explorar cómo los activistas anticoloniales de África invocaron la Carta del Atlántico en las luchas por la autodeterminación y desplegaron un léxico de derechos humanos emergente para reforzar las demandas de independencia de larga data. Cuestiona la lógica y la historicidad de desvincular el discurso de la autodeterminación dentro del anticolonialismo del discurso de los derechos humanos en el internacionalismo posterior a la Segunda Guerra Mundial. Sostiene que construir el anticolonialismo y los derechos humanos como movimientos sociales e intelectuales que se entrecruzan permite una historia más matizada y holística de los derechos humanos en el siglo XX.,16
"Según la Encuesta del Barómetro Asiático de 2003, 2004 y 2006, el desempeño del gobierno, el empoderamiento de los ciudadanos y la satisfacción de los ciudadanos con los valores de autoexpresión están asociados con la confianza pública en el gobierno en Japón y Corea del Sur. Este estudio concluye, en primer lugar, que el desempeÃ±o del gobierno en materia econÃ³mica, el control de la corrupciÃ³n polÃtica, la calidad de los servicios pÃºblicos, la delincuencia y la atenciÃ³n a las aportaciones de los ciudadanos estÃ¡n significativamente asociados con una amplia confianza pÃºblica en el gobierno tanto en JapÃ³n como en Corea del Sur. Asimismo, la satisfacciÃ³n de los ciudadanos con su derecho a reunirse y manifestarse y a criticar al gobierno estÃ¡ estrechamente relacionada con la confianza en los gobiernos central y locales en JapÃ³n. En Corea del Sur, la satisfacciÃ³n de los ciudadanos con su derecho a reunirse y manifestarse estÃ¡ Ãntimamente relacionada con la confianza en el gobierno local. En este perspicaz estudio se analizan y desarrollan las implicaciones para el liderazgo gubernamental a la hora de mejorar el rendimiento, la transparencia, la participaciÃ³n ciudadana y la confianza pÃºblica en el gobierno.",16
