Textos_espanol,sdg
"En este contexto, la prÃ³xima iniciativa del Gobierno coreano para acelerar la renovaciÃ³n de las infraestructuras de abastecimiento de agua y saneamiento puede contribuir a una mayor implantaciÃ³n de la GTAC a nivel local. Los esfuerzos por minimizar el agua no facturada se ajustarán a las prioridades y preocupaciones de los usuarios cuando las tarifas del agua reflejen mejor el coste total del suministro de agua, incluido el coste de inversión, funcionamiento y mantenimiento de la infraestructura de suministro de agua, los costes medioambientales y de oportunidad de extraer agua y evitar otros usos (para la industria, el medio ambiente u otros). Del mismo modo, un municipio o una empresa de servicios públicos sólo podrá financiar la GSA-K cuando el ahorro de agua compense los costes de inversión y explotación, es decir, cuando los ingresos procedentes de las tarifas del agua tiendan a reflejar la totalidad de los costes de abastecimiento de agua. Esto explica por qué la difusión de la GSA en Corea está directamente relacionada con las cuestiones tratadas en el capítulo 3, y con otras cuestiones relacionadas con las tarifas de los servicios de abastecimiento de agua y saneamiento (una cuestión que no se trata en este informe). ",6
"Estos países no han establecido organizaciones de cuencas hidrográficas y principalmente involucran a los municipios en la prestación de servicios públicos a nivel local. En Israel, la responsabilidad de gestionar el suministro de agua y el tratamiento de aguas residuales se comparte entre los actores nacionales, como la Autoridad del Agua de Israel y cinco ministerios (Protección Ambiental, Salud, Finanzas, Relaciones Exteriores e Infraestructura). La aprobación final para emitir todas las asignaciones de agua, estándares, tarifas y reglamentos la otorga el Foro del Consejo de la Autoridad del Agua.",6
"Se prevé un deterioro moderado de la calidad de las aguas subterráneas. Aunque se espera que los impactos indirectos o secundarios sean apreciables en Armenia, el uso del agua no se verá muy influido. El lago es la cuenca del lago Jandari con una profundidad máxima de 7,2 m y media . El agua llega principalmente a través del Gardaban m capacidad de 15 m3/s) del río Kura, y arting de la Tbilisi (Samgori) agua rcscr- bastante rica en peces (carpa y bagre). En Georgia no hay vertidos directos de aguas residuales al lago. El lago es una zona importante para la pesca comercial.",6
"El precio de la extracción y la contaminación a través de cargos e impuestos son medios para la internalización de los costos ambientales en precios (WS Atkins International, 2012). Esto incluye hogares, municipios, empresas, instituciones públicas, agricultores, etc. También incluye usuarios de agua no consuntivos, como empresas hidroeléctricas y térmicas, e industrias que utilizan el agua para fines de refrigeración, antes de devolverla a un curso de agua público. Si bien estas sanciones son teóricamente parte de un régimen regulatorio de ""comando y control"", en la práctica, estas multas a menudo se tratan más como un ""costo"" de hacer negocios, similar a un impuesto (OECD EAP Task Force, 2012b).",6
"La educación y la urbanización influyen tanto en los niveles de población como de ingresos (y se ven afectados por ellos), pero también en la composición de la demanda sectorial. El cambio climático afecta todos los aspectos del nexo directa e indirectamente. No menos importante, el cambio climático influye en el ciclo hidrológico, lo que resulta en cambios en la disponibilidad anual de agua en muchas regiones, y también en patrones de precipitación más erráticos, incluidos eventos extremos como sequías y exceso de lluvia. La disponibilidad reducida de agua puede aumentar la competencia por el agua entre sectores, como se describió anteriormente.",6
"Sostiene que las estrategias de mercado por sí solas pueden determinar los usos adecuados del agua resolviendo el problema de la divergencia entre las medidas privadas y sociales del valor. Sin embargo, en las reservas indias del oeste estadounidense y entre las poblaciones indígenas de todo el mundo existe una gran preocupación por la aplicación de la economía neoclásica al agua (Steenstra, 2009). Aunque los costes de una asignación de agua, como el equipo, la mano de obra y el tiempo, pueden identificarse fácilmente mediante precios de mercado, monetizar los beneficios de preservar las culturas, las especies, los ecosistemas y los ríos limpios de los indios americanos es muy difícil.",6
"Los valores de no uso se refieren al agua que las personas en realidad no usarán en ningún momento, pero que querrán preservar para otros, para las generaciones futuras, o simplemente porque le otorgan un valor a su propia existencia. Es particularmente difícil en situaciones en las que la irreversibilidad y los posibles resultados desastrosos entran en la ecuación, y cuando la resiliencia de los sistemas de agua está siendo sobrepasada, o está a punto de serlo. Este no es un argumento en contra de intentar hacer una evaluación tan buena como sea posible, pero hace que sea particularmente importante tener en cuenta los elementos de costo y beneficio que no pueden expresarse en términos monetarios.",6
"Las áreas montañosas unirán el retroceso de los glaciares y la reducción de la capa de nieve. En el sur de Europa, el Cáucaso y Asia central, se prevé que el cambio climático provoque altas temperaturas, sequías y escasez de agua. En Europa Central y Oriental, se prevé que las precipitaciones de verano disminuyan, lo que provocará un mayor estrés hídrico.",6
"El uso de aguas superficiales para el abastecimiento de agua potable requiere largos y costosos medios de transmisión para llegar a las comunidades ubicadas en el centro del país. Por lo tanto, acuíferos con buena calidad y cantidad ya están fuertemente explotados. El ocho por ciento del total de agua extraída se perdió durante el transporte.",6
"Cuando se establecen adecuadamente, las tarifas de agua y los cargos por extracción pueden informar a los extractores sobre el valor del agua y proporcionar incentivos para usar el agua de manera eficiente, incluso en episodios de sequía. También pueden brindar incentivos para dirigir desarrollos económicos y urbanos en regiones donde el agua es más abundante, evitando crear pasivos adicionales en materia de seguridad hídrica (Ver Cuadro 3.5). Las tarifas de agua y los cargos por extracción bien diseñados también pueden estimular la innovación y las inversiones del sector privado (en tecnologías y prácticas de ahorro de agua o en almacenamiento de agua) y asignar el agua donde crea más valor (social, ambiental y económico).",6
"Dependiendo especialmente de las características de la cuenca y la intensidad de la lluvia, el flujo relativamente estable o las inundaciones de corta duración pueden dar lugar a ríos alimentados por lluvia. Los lechos de los ríos que desembocan en los sumideros del desierto pueden estar secos durante una parte importante del año. La situación de la disponibilidad estacional de agua se ve influida además por la variabilidad y el cambio climático. En consecuencia, los desafíos de la gestión del agua varían en el tiempo y el espacio.",6
"Lo mejor que pueden hacer es aproximar estos costos basándose en estudios de impacto y contabilizando parcialmente la diferencia de costos según los usos, la ubicación y la época del año. Primero, parte del agua extraída se devuelve al medio ambiente. Si el agua que se devuelve es de la misma calidad, y si se devuelve donde fue bombeada, entonces no es agua extraída la que debe cobrarse sino agua que ha sido utilizada (y no devuelta al medio ambiente en la cuenca) .",6
"El suministro de agua y el saneamiento en las otras cinco LGU de las áreas metropolitanas están a cargo de las LGU o de proveedores privados. La existencia de distritos de agua se originó en la Ley Provincial de Servicios de Agua de 1973, que creó el concepto de Distrito de Agua de la Asociación Local de Servicios de Agua (LWUA), alentando a las LGU a transferir sus sistemas de suministro de agua a los distritos de agua, en un modelo similar al MCWD (ADB). , 2013a). Los datos presentados a continuación a menudo reflejarán la fragmentación de los proveedores de agua y la falta de información armonizada y disponible en todas las áreas de Metro Cebu (ver la sección 4 para una discusión sobre los datos en el sector del agua).",6
"Esta cifra es más alta que las cifras citadas anteriormente, ya que incluye todas las enfermedades relacionadas con el agua y el saneamiento, así como el impacto duradero en los niños, a través de la desnutrición y el bajo peso (que causa el 35% de todas las muertes de niños menores de 5 años en todo el mundo). Por ejemplo, Priiss et al. ( Sin embargo, Priiss-Ustiin et al. ( Este porcentaje sube a casi el 30% de las muertes de niños menores de 5 años (WaterAid, 2009).",6
"Donde se pueda desarrollar algún tipo de mercado de agua que refleje los ingresos producidos por las mejoras de infraestructura, se pueden reducir las cargas de buscar financiamiento externo. Las necesidades de datos importantes se centrarían en la elaboración de presupuestos empresariales detallados de costos y retornos para la agricultura de regadío que tengan en cuenta los impactos financieros y económicos de un mayor suministro de agua y una mayor confiabilidad del suministro de agua. Otras necesidades de datos importantes se centrarían en el costo y la productividad de las medidas que mantendrían presas, canales, tuberías, acueductos, plantas de bombeo, drenaje y estructuras de regulación de flujo. Las mejoras en los modelos de oferta y demanda de agua en usos alternativos serían aún más valiosas.",6
"Por ejemplo, en el último informe de evaluación (Inspectorate for Transport and Water Management, 2011), los administradores de defensa contra inundaciones (autoridades regionales del agua y Rijkswaterstaat) primero informaron sus evaluaciones a la provincia, por lo que la provincia revisaría estas evaluaciones. Con base en esta revisión, las provincias luego llegaron a un juicio independiente sobre la condición de las defensas contra inundaciones, que informaron al Secretario de Estado del Ministerio de Infraestructura y Medio Ambiente. Se acordó que para la evaluación de las defensas primarias, el gobierno central supervisa directamente el Rijkswaterstaat y las autoridades regionales del agua (es decir, ya no existe un papel para las provincias) y para las defensas secundarias, las provincias supervisan las autoridades regionales del agua (ver Capítulo 1 ).",6
"Las prácticas ilustran cómo los países de la OCDE y las economías no pertenecientes a la OCDE han diseñado e implementado sistemas de gobernanza del agua efectivos, eficientes e inclusivos. Están destinados a ser replicables y respaldar el aprendizaje de banco entre diferentes partes interesadas dentro de ciudades, regiones, cuencas y países. Aprender de las prácticas de gobernanza del agua en evolución se trata de obtener información de ejemplos reales, observar lo que funciona (o ha funcionado) y ver cómo otros han enfrentado los desafíos.",6
"Además, al ser uno de los instrumentos de la política de recursos hídricos, los fundamentos, conceptos y lineamientos a seguir deben ser congruentes con los que orientaron la formulación de los Sistemas de Gestión de Recursos Hídricos -tanto a nivel nacional como estatal- especialmente en términos de descentralización y participación. ¿Debe entenderse el plan nacional o el plan estatal como la suma de los planes de cuenca? Conceptualmente, la respuesta es no. Desde esta perspectiva, a la tendencia a la “acomodación” y transferencia de responsabilidades, y a las resistencias en la implementación del cobro por el uso del agua, se sumará una inconsistencia conceptual que conducirá a la sustitución de una descentralización efectiva por una desconcentración de tareas.",6
"Actualmente, alrededor de un tercio de la población del país consume agua potable que no cumple con los requisitos nacionales. Los datos de monitoreo revelan la no conformidad de la calidad del agua del grifo con los estándares aceptados por su composición química y bacteriológica (tabla 6.6). El objetivo de las autoridades es proporcionar a toda la población agua potable de buena calidad y satisfacer las demandas municipales de agua de las ciudades y asentamientos a través de sistemas centralizados de abastecimiento de agua.",6
"Los consejos regionales y departamentales contribuyen respectivamente con el 8% y el 4% (Gráfico 5.3). Al observar las entidades individuales, siete actores capitalizaron más de 1 millón de euros en 2014. Además, PS-Eau afirma que DDC en el sector del agua tiene un fuerte efecto de apalancamiento: 1 EUR de los fondos de DDC puede movilizar hasta EUR 5-EUR 10",6
"Esto debe equilibrarse con sus propios objetivos de proteger los intereses de sus clientes, lo que implica mantener las facturas de los consumidores lo más bajas posible, monitorear y comparar los servicios que brindan las empresas, escudriñar los costos y la inversión de las empresas y fomentar la competencia donde esto beneficie. consumidores En caso de incumplimiento, se pueden tomar las acciones necesarias, incluidos los pasos legales, como acciones de ejecución y multas. La regulación directa de las empresas de agua en Inglaterra y Gales se complementa con otros dos reguladores, uno responsable de los asuntos ambientales y el otro de la calidad del agua potable, para proteger la salud pública.4 Otro ejemplo es la agencia nacional de regulación de servicios de agua y residuos de Portugal. , ERSAR, creada en 1997.",6
"Más bien, consideran solo las cantidades de agua utilizadas en las actividades de producción y consumo. Por lo tanto, las huellas hídricas no contienen información suficiente para evaluar los beneficios netos generados a través del uso de los recursos hídricos. Las huellas hídricas permiten comparar el uso de agua estimado, por persona o en conjunto entre países, pero son inadecuadas para evaluar los costos incrementales, los beneficios o los impactos ambientales del uso del agua.",6
"Estas iniciativas se implementaron principalmente en el norte del país, donde las zonas sufren de escasez de agua (especialmente de aguas superficiales, ya que las aguas subterráneas ya están sobreexplotadas) y proporcionaron suficiente experiencia para poner en marcha plantas desalinizadoras similares en otras ciudades, como Arica, donde las consecuencias positivas en términos de gestión de los recursos hídricos y planificación territorial disminuyeron la presión sobre las aguas subterráneas, así como los niveles de contaminación. Esta experimentación también ilustra la eficacia de una combinación de gobierno local y empresas privadas en la financiación de este tipo de iniciativas. Por una parte, la perspectiva de cuenca facilita la integración de las influencias físicas, medioambientales, sociales y económicas sobre los recursos hídricos.",6
"Subvenciones al agua: Impact of higher irrigation rates on Central Valley Project farmers. United States General Accounting Office, GAO/RCED-94-8, Washington, D.C., 92 páginas. Oficina de Reclamación: Información sobre la asignación y reembolso de los costes de construcción de proyectos hidráulicos. United States General Accounting Office, GAO/RCED-96-109, Washington, D.C., 80 páginas.",6
"El ejercicio de planificación comienza con un “Mapa de Condicionalidades Exigibles” en el que se toman en consideración desde el principio varias restricciones al uso del suelo. Entre estas restricciones exigibles, se deben tener en cuenta las áreas adyacentes, incluidas las áreas amenazadas por inundaciones. Esta legislación ha llevado a una consideración sistemática en todo el país de las áreas de riesgo de inundaciones y la protección de esas áreas de la ocupación humana indeseable.",6
"Se adaptaron y armonizaron los marcos legales de los estados para facilitar el desarrollo de los mercados de agua. Los derechos de acceso al agua se convirtieron en un sistema de derechos de propiedad negociables, y la mayoría de los nuevos derechos se separaron de los derechos de propiedad de la tierra"". Sin embargo, persistieron las diferencias entre los regímenes regulatorios de los estados y sus respectivas definiciones de derechos de agua.",6
"Los mayores problemas los causan los lechos de filtración de las azucareras, las bodegas y las empresas electrónicas. Está previsto crear oficinas de gestión de cuencas hidrográficas para dos cuencas (los ríos Dniéster y Prut) (mapa 7.1). La ralentización de la actividad económica y la atención prestada a los ríos transfronterizos han permitido estabilizar el nivel de contaminación de los grandes ríos (Dniéster y Prut).",6
"Estos a menudo no se gestionan adecuadamente, con un mantenimiento inadecuado de los equipos y sin zonas específicas de protección del agua. Dado que los sistemas pequeños no se controlan con regularidad, los datos de calidad son escasos. Donde la información está disponible, muestra que estos sistemas se han visto afectados con frecuencia por la contaminación fecal, particularmente en el oeste y el sur de Eslovenia (es decir, Koper, Nova Gorica y Novo Mesto).",6
"Los precios del suministro de agua han sido más bajos para los hogares y más altos para los consumidores empresariales. Las diferencias de precios se han reducido gracias a la aplicación de una estricta metodología de fijación de precios por parte de las autoridades nacionales. En 2004, en un intento de reformar la fijación de precios, se propuso la evaluación comparativa como forma de ayudar a mejorar el rendimiento de los servicios públicos.",6
"Sin embargo, los casos notificados de descenso del nivel freático, daños a los ecosistemas, intrusión salina, agotamiento de los cursos de agua y hundimiento de tierras observados en algunas de las regiones agrícolas más importantes de la OCDE demuestran la existencia de efectos externos muy perjudiciales que exigen respuestas políticas. La falta de información sobre los recursos hídricos subterráneos está abocada a la incapacidad de identificar y tratar adecuadamente los problemas de las aguas subterráneas. La recogida de información es costosa y debe responder a una demanda, pero una inversión insuficiente en información y datos sobre las aguas subterráneas impedirá una gestión eficaz.",6
"El Ministerio de Medio Ambiente promueve actualmente la cartografÃa y la elaboraciÃ³n de planes detallados para los rÃos, de acuerdo con los requisitos especÃficos de sus sistemas ecolÃ³gicos. Se prevÃ© que el gasto aumente a unos 1.000 millones de dÃ³lares anuales entre 2011 y 2020, con el fin de financiar la modernizaciÃ³n de todas las instalaciones de tratamiento de aguas residuales hasta alcanzar al menos el nivel terciario, asÃ como la construcciÃ³n de instalaciones nuevas y ampliadas de tratamiento de aguas residuales. Estos costes son aproximados.",6
"En un régimen compartido, los usuarios del agua verían reemplazada la amenaza de prohibiciones periódicas y la incertidumbre por una estructura clara basada en incentivos. Las decisiones se basarían en la consideración del conjunto completo de oportunidades disponibles para todos los usuarios. Una de las características más importantes de este enfoque es que se llama la atención de todos los usuarios del agua sobre la necesidad de planificar y abordar la escasez de agua'.",6
"La tierra contaminada de un proyecto de hermanamiento ferroviario en la línea Luxemburgo-Petange produjo un aumento reciente en las exportaciones. La Administración de Medio Ambiente trabaja con la Administración de Aduanas e Impuestos Especiales para detectar transferencias ilegales de desechos. En 2008, se emitieron advertencias por escrito a 24 empresas que no cumplieron con estas inspecciones. El Reglamento CE/1907/2006, en vigor desde 2007, responsabiliza a la industria de la gestión de los riesgos que los productos químicos puedan suponer para la salud y el medio ambiente.",6
"Esto estimuló la creación de nuevas agencias: el Consejo Nacional del Agua, el Comité Estatal del Sistema de Agua, la Comisión Reguladora de los Servicios Públicos y la Comisión de Resolución de Conflictos. Desde entonces, la Comisión Reguladora de los Servicios Públicos implementa la política tarifaria y equilibra los intereses y las relaciones de las empresas de servicios públicos y sus clientes, y desempeña efectivamente el papel de regulador económico. Proyecta establecer un organismo regulador independiente para el sector de abastecimiento de agua y saneamiento.",6
"Además, la directiva obliga a los países miembros a preparar programas de acción para las zonas vulnerables a los nitratos designadas para que se pueda lograr el objetivo de la directiva, así como a llevar a cabo programas de monitoreo adecuados para determinar el alcance de la contaminación por nitratos en las aguas de fuentes agrícolas y evaluar la eficacia de los programas de acción. En cambio, de conformidad con la Directiva de Nitratos, informó a la Comisión Europea en 1994 que prepararía un programa de acción para todo su territorio. En consecuencia, en los Países Bajos, el programa de acción de la Directiva sobre nitratos se aplica en todo el país. Aun así, la legislación distingue entre la fertilidad y los tipos de suelo (en los Países Bajos, las principales regiones de tipo de suelo más importantes son arena, loess, arcilla y turba).",6
"No dejar clara la naturaleza de estos riesgos puede dar lugar a un exceso de inversión en empresas dependientes del agua y a peticiones de compensación cuando haya que reducir los derechos para evitar comprometer la calidad del agua y otros resultados medioambientales. Por ejemplo, es fundamental evitar cualquier escasez en la disponibilidad de agua para la refrigeración de centrales nucleares, ya que las consecuencias son inaceptablemente elevadas. Sin embargo, los agricultores que se dedican a cultivos anuales de escaso valor pueden estar dispuestos a renunciar al uso del agua en épocas de escasez, especialmente si pueden recuperar un mayor valor comerciando con sus derechos de agua para usos de mayor valor que el que pueden recuperar utilizando el agua. Los distintos usuarios del agua también tienen diferentes capacidades para gestionar el riesgo de escasez de agua dulce, mejorando la eficiencia, recurriendo a fuentes de agua alternativas o ajustando el calendario de su uso del agua.",6
"De hecho, la distribución de los riesgos del agua entre usos residenciales, agrícolas, industriales y ambientales plantea una importante cuestión de economía política. Con una visión más amplia de los objetivos de política interconectados y, a veces, contradictorios, como las tensiones entre la seguridad alimentaria (y la voluntad de asegurar la producción nacional) y la productividad del agua (y la asignación de agua a actividades que agregan más valor), las opciones de compensación pueden ser mejorado. Esto requiere un enfoque coherente entre las políticas del agua (como se describe anteriormente) y otras políticas (sectoriales, ambientales).",6
"Además, los contaminantes microbianos de las aguas residuales pueden agravar la pérdida de biodiversidad (Comisión Europea, 2013). A pesar de la inversión y el establecimiento de plantas de tratamiento de aguas residuales, muchas naciones desarrolladas siguen sufriendo contaminación microbiana debido a los vertidos de aguas residuales y a la contaminación agrícola difusa, en particular durante los episodios de alta pluviosidad, cuando los desbordamientos combinados de alcantarillado operan con mayor frecuencia y se induce la escorrentía de la agricultura.",6
"Y. Zhou y R. Tol, “Evaluación de los costos de desalinización y transporte de agua”. Investigación de recursos hídricos, vol. Los costos de transporte se desglosan en costos de capital ($0,13/m3), costos de energía para bombeo ($0,10/m3), operación y mantenimiento ($0,06/m3) y costo del agua en la fuente ($0,07/m3).47 Excluyendo el costo del agua en la fuente, el costo total de capital, bombeo y operación y mantenimiento es de $0.29/m para una transferencia Suez-Negev.",6
"La iniciativa Upstream Thinking ahora opera en diez cuencas en áreas objetivo, trabajando con más de mil agricultores. Luego de una extensa discusión en 2007-09, la guía que condujo a la revisión del PR09 incluyó soluciones de captación como una opción que las empresas podrían usar para abordar los desafíos de la calidad del agua (Ofwat, 2009(87)). En el período previo al PR14, Ofwat apoyó el desarrollo de Con mayor experiencia, las agencias reguladoras recomendaron que el enfoque sea utilizado más ampliamente por las compañías de agua en PR 14.",6
"Pero la institucionalización aumenta el riesgo de “fatiga” y/o “captura” del compromiso de las categorías sobrerrepresentadas en detrimento de las voces no escuchadas. Debe ser flexible para tener en cuenta las necesidades del lugar y las circunstancias cambiantes, al mismo tiempo que fomenta un cambio en la “mentalidad”, las prácticas diarias, las habilidades profesionales y la cultura de toma de decisiones. Las disposiciones para la participación de las partes interesadas deben alinearse de manera coherente y holística en toda la cadena del agua y los dominios de políticas relacionados con el agua.",6
"Una gran mayoría de las respuestas nacionales (80 %) también señalan que la gestión de las aguas subterráneas está vinculada, al menos parcialmente, con las aguas superficiales. Es sistemático para la mayoría de los países o regiones con planes de gestión obligatorios, pero hay excepciones. Los países sin planes de manejo también pueden tener conexiones sistemáticas, y algunas regiones con planes obligatorios solo vinculan los dos de manera limitada. Históricamente, las leyes de aguas comenzaron a centrarse en las aguas superficiales porque las aguas subterráneas eran menos visibles y estaban sujetas a presión, pero a medida que algunos países evolucionaron, otros se quedaron atrás (Mechlem, 2012).",6
"En España, este organismo consultivo de alto nivel se creó en 2009 e incluye comunidades autónomas, entidades locales, autoridades de cuenca y sindicatos profesionales y económicos relacionados con el agua. Estos incluyen, por ejemplo, la consulta de actores privados (incluidos grupos de ciudadanos, “asociaciones de usuarios de agua y la sociedad civil”) y transferencias e incentivos financieros entre niveles de gobierno (por ejemplo, subvenciones específicas versus subvenciones de propósito general para financiar infraestructura) . Otros instrumentos que pueden considerar son las agencias de coordinación, los arreglos contractuales, las conferencias (multi)sectoriales, los indicadores de desempeño, los reglamentos, las bases de datos compartidas, los organismos de cuenca fluvial, los indicadores de desempeño y regulación y los organismos intermedios. El Recuadro 3.4 proporciona algunos ejemplos del uso de indicadores de desempeño en varios países de la OCDE. Algunos países de la OCDE han optado por utilizar todos los mecanismos enumerados anteriormente (p. ej., Francia, México), mientras que otros no han adoptado ninguno, debido a la política de agua altamente centralizada y la participación limitada de los actores subnacionales (Corea, Israel). El STOWA (Instituto de Investigación Científica Aplicada) está liderando el camino hacia la estandarización de los sistemas de monitoreo de la calidad del agua, la cantidad de agua y la ecología.",6
"También puede haber externalidades económicas importantes, que dan como resultado costos de uso (por ejemplo, hundimiento y salinización), así como daños a los valores que no son de uso, como la función de soporte vital del agua (Figura C.l). En los países de Medio Oriente y África del Norte (MENA), el costo económico estimado (usos extractivos a los que se renuncia) del agotamiento total de las aguas subterráneas está en el rango de 1 a 2% del PIB (ver más abajo). Entre 1980 y 2009, las pérdidas económicas mundiales se estimaron en USD 15 000 000 - 30 000 millones al año por inundaciones y USD 10 000-15 000 millones por año en caso de sequías (OCDE, 2012). Los daños por inundaciones en los Estados Unidos ahora se estiman en USD 5200 millones cada año (Brody et al.,",6
"También se necesita una inversión significativa para mejorar los desbordamientos de alcantarillado combinado, reconstruir alcantarillas troncales y construir tanques de detención de aguas pluviales (MoE, 2010a). Otro desafío importante será aumentar las tarifas de conexión de agua potable y alcantarillado a las casas nuevas, ya que los habitantes se han negado a unirse a las redes alegando altos cargos de recolección y el requisito de que financien la conexión. Una tasa de conexión baja amenaza la viabilidad financiera de las redes de servicio de agua.",6
"Además, podrá participar con voz y voto un representante del estado donde se encuentra la RBO, así como los representantes de los municipios dentro de los límites de la RBO. También puede participar un representante de los usuarios, pero sin derecho a voto, o en el consejo consultivo pueden participar representantes de los consejos de cuenca (CFR). De acuerdo con la Ley de Aguas Nacionales de 2004 (artículo 13 BIS), los RBC están compuestos por una mezcla de representantes del gobierno federal, estatal y municipal, así como de usuarios y organizaciones civiles. Conflictos y Riesgos para el Diseño de las Políticas Públicas, Senado de La República, México D.F., México. La Experiencia de los COTAS”, basado en una presentación durante el taller CIESAS-IRD “Transiciones en materia de tenencia de la tierra y cambio social”, 9 al 11 de marzo de 1999, Ciudad de México.",6
"Sin embargo, no existen datos de monitoreo para corroborar el estado y los impactos de los embalses. Los lagos Ohrid, Prespa y Shkoder corren, posiblemente, el riesgo de no cumplir los criterios de la DMA para un estado ""bueno"". La mayoría de las aguas subterráneas parecen ser todavía de buena calidad, aunque no hay suficientes datos de monitoreo para evaluar su posible contaminación con pesticidas o metales pesados, entre otras cosas. Los hitos incluyen la adopción de la Ley de Gestión Integrada de los Recursos Hídricos No. Sin embargo, aún falta legislación secundaria para implementar la DMA.",6
La Estación Israelí de Investigación Oceanográfica y Limnológica controla la cantidad y calidad del agua a lo largo de la costa del Mar Mediterráneo. La Autoridad de Parques y Naturaleza (NPA) controla la calidad del agua de los ríos en nombre del Ministerio de Medio Ambiente. Las Mekorot y las autoridades locales controlan la calidad del agua potable bajo la supervisión del Ministerio de Sanidad. El Ministerio de Sanidad controla la calidad de los efluentes antes de su uso en el sector agrícola. ,6
"La respuesta a esa pregunta es ""no"". La definición de “acceso a agua mejorada” es bastante minimalista, es decir, ¡agua que no se comparte con los animales! Una definición más estricta revela que 2.000 millones de seres humanos siguen teniendo acceso únicamente a agua insalubre, y entre 3.000 y 4.000 millones -aproximadamente la mitad de la raza humana- siguen bebiendo agua de dudosa calidad. Además, a medida que se expanden los entornos urbanos, el suministro de infraestructura de agua y saneamiento no podrá seguir el ritmo del crecimiento de la población.",6
"Mejora de los servicios de saneamiento: actividades recomendadas. La planta se construiría en la comunidad de Myasnikyan, al final del colector operativo adyacente al canal de riego. Los segmentos de emergencia del colector de Baghramyan a Myasnikyan (alrededor de 1 km de longitud), así como los segmentos de emergencia del colector que pasa por el área de la aldea de Myasnikyan (alrededor de 600 metros), deben restaurarse. La renovación y ampliación de la red interna de alcantarillado no está prevista en esta etapa.",6
"La cuenca de drenaje interna de Asia central es la más grande e incluye la depresión de los Grandes Lagos, incluidos el lago Uvs, el lago Khar-Us, el lago Khar y el lago Khyargas. Los recursos hídricos de Mongolia se distribuyen de manera desigual en todo el país (con recursos hídricos suficientes en el norte y recursos extremadamente limitados en el sur). El caudal de los ríos no es estable. Esto es resultado del severo invierno, que detiene los ríos durante medio año y reduce o detiene el caudal, la reducción de las precipitaciones de norte a sur y la aridez de la región del desierto de Gobi, donde se pierde mucha agua porque de evaporación e infiltración.",6
"Sigue una considerable innovación y, como resultado, se reduce el impacto de la escasez de agua en la productividad. En regímenes bien diseñados, las transacciones de asignación local pueden completarse en uno o dos días y, si se realizan de manera consistente con las reglas acordadas previamente, no están sujetas a apelación. El comercio de derechos, a menudo llamado comercio ""permanente"", permite una planificación eficiente para los cambios a largo plazo en las condiciones de oferta y demanda.",6
"Sin embargo, las empresas de servicios públicos de agua están en gran medida insatisfechas con los precios establecidos, ya que no cubren los costos completos del servicio, sino una fracción de los costos de operación y mantenimiento. Los precios están lejos de ser económicamente viables y, de hecho, son una de las principales razones del mal estado de la infraestructura de suministro de agua y, especialmente, de la gestión de aguas residuales. No existe una red de monitoreo hidrológico en toda el área y las instalaciones de protección contra inundaciones no son confiables y, a menudo, no funcionan debido al mantenimiento deficiente y los daños causados ??por la guerra.",6
"Cualesquiera que sean los impactos en los sistemas hídricos, la tarea de lograr los objetivos de calidad del agua en la agricultura será más difícil en los próximos años como resultado del cambio climático (OCDE, 2012b). Estas personas tendrán muy poco margen de maniobra para adaptarse a la incierta disponibilidad de agua. Las agrupaciones de países BRIICS y RoW se explican en OCDE (2012a), Tabla 1.3. El aumento de la demanda provendrá principalmente de la industria, la electricidad y el hogar, dejando poco margen para aumentar el agua para riego.",6
"Este enfoque está orientado a la producción de conocimiento e innovación, y contribuye a sensibilizar a los ciudadanos holandeses sobre los riesgos del agua. Sus actividades a menudo consisten en el financiamiento de infraestructuras, el desarrollo de capacidades y programas de educación, así como en la orientación de políticas, y son un medio vital para complementar la limitada capacidad del sector público y de los operadores para emprender estas actividades. Por lo tanto, se deben desarrollar mejores materiales educativos para diferentes grados relacionados con la disponibilidad de agua y el desarrollo sostenible.",6
"El agua ácida de la mina de cobre (en Bolnisi) es la principal fuente de contaminación. Teniendo en cuenta la estacionalidad de los ríos georgianos, estos recursos solo pueden distribuirse mediante la construcción de centrales hidroeléctricas (HPP) con reservorios de agua reguladores (tabla 4.1). El uso no consuntivo de agua para este sector ha ido en aumento, de 20,6 mil millones de m3 en 2011 a 26,5 mil millones de m3 en 2013.",6
"Sin embargo, hay pruebas de que la participaciÃ³n voluntaria puede no llegar a los principales contaminadores y los programas basados en subvenciones pueden tener un impacto limitado debido a las limitaciones del presupuesto pÃºblico y a la falta de normativas medioambientales sobre contaminaciÃ³n difusa. El mayor reto que plantea la regulación de la producción de contaminación difusa es cómo asignar un ""tope"" de contaminación (o carga máxima permitida) a cada propietario de forma equitativa y rentable. Un enfoque basado en el capital natural para asignar los límites de contaminación difusa es un desarrollo emergente que tiene la capacidad de alcanzar todo el potencial económico de los recursos naturales, basándose en la capacidad subyacente del suelo para filtrar y retener agua y nutrientes. El comercio de la calidad del agua ofrece una forma de promover prácticas que reduzcan la contaminación al menor coste para la sociedad, revelando las preferencias y los costes de la contaminación del agua. Los mercados y los pagos por servicios ecosistémicos no son un sustituto perfecto de una normativa sólida. La equidad y la justicia en el reparto de cargas no excluyen la eficiencia.",6
